,ranking,band_singer,song,songurl,titletext,url,year,0
180,81,R. Kelly,Contagious,/wiki/Contagious_(song),Contagious,/wiki/R._Kelly,2001,81
180,81,Chanté Moore,Contagious,/wiki/Contagious_(song),Contagious,/wiki/Chant%C3%A9_Moore,2001,81
181,82,Jessica Andrews,Who I Am,/wiki/Who_I_Am_(Jessica_Andrews_song),Who I Am,/wiki/Jessica_Andrews,2001,82
182,83,Erick Sermon,Music,/wiki/Music_(Erick_Sermon_and_Marvin_Gaye_song),Music,/wiki/Erick_Sermon,2001,83
182,83,Marvin Gaye,Music,/wiki/Music_(Erick_Sermon_and_Marvin_Gaye_song),Music,/wiki/Marvin_Gaye,2001,83
183,84,Willa Ford,I Wanna Be Bad,/wiki/I_Wanna_Be_Bad,I Wanna Be Bad,/wiki/Willa_Ford,2001,84
184,85,Kenny Chesney,Don't Happen Twice,/wiki/Don%27t_Happen_Twice,Don't Happen Twice,/wiki/Kenny_Chesney,2001,85
185,86,Diamond Rio,One More Day,/wiki/One_More_Day_(Diamond_Rio_song),One More Day,/wiki/Diamond_Rio,2001,86
186,87,R. Kelly,I Wish,/wiki/I_Wish_(R._Kelly_song),I Wish,/wiki/R._Kelly,2001,87
187,88,Travis Tritt,It's a Great Day to Be Alive,/wiki/It%27s_a_Great_Day_to_Be_Alive,It's a Great Day to Be Alive,/wiki/Travis_Tritt,2001,88
188,89,Trick Daddy,"""I'm a Thug""",,"""I'm a Thug""",/wiki/Trick_Daddy,2001,89
189,90,Eve 6,Here's to the Night,/wiki/Here%27s_to_the_Night,Here's to the Night,/wiki/Eve_6,2001,90
190,91,Toby Keith,You Shouldn't Kiss Me Like This,/wiki/You_Shouldn%27t_Kiss_Me_Like_This,You Shouldn't Kiss Me Like This,/wiki/Toby_Keith,2001,91
191,92,Eden's Crush,Get Over Yourself,/wiki/Get_Over_Yourself_(Eden%27s_Crush_song),Get Over Yourself,/wiki/Eden%27s_Crush,2001,92
192,93,Debelah Morgan,Dance with Me,/wiki/Dance_with_Me_(Debelah_Morgan_song),Dance with Me,/wiki/Debelah_Morgan,2001,93
193,94,Outkast,So Fresh So Clean,/wiki/So_Fresh_So_Clean,So Fresh So Clean,/wiki/Outkast,2001,94
194,95,Nelly,E.I.,/wiki/E.I._(song),E.I.,/wiki/Nelly,2001,95
195,96,3 Doors Down,Be Like That,/wiki/Be_Like_That,Be Like That,/wiki/3_Doors_Down,2001,96
196,97,Pink,Most Girls,/wiki/Most_Girls_(Pink_song),Most Girls,/wiki/Pink_(singer),2001,97
197,98,Nas,Oochie Wally,/wiki/Oochie_Wally,Oochie Wally,/wiki/Nas,2001,98
197,98,Bravehearts,Oochie Wally,/wiki/Oochie_Wally,Oochie Wally,/wiki/Bravehearts,2001,98
198,99,Enrique Iglesias,Hero,/wiki/Hero_(Enrique_Iglesias_song),Hero,/wiki/Enrique_Iglesias,2001,99
199,100,Fuel,Hemorrhage (In My Hands),/wiki/Hemorrhage_(In_My_Hands),Hemorrhage (In My Hands),/wiki/Fuel_(band),2001,100
200,1,Nickelback,How You Remind Me,/wiki/How_You_Remind_Me,How You Remind Me,/wiki/Nickelback,2002,1
201,2,Ashanti,Foolish,/wiki/Foolish_(Ashanti_song),Foolish,/wiki/Ashanti_(entertainer),2002,2
202,3,Nelly,Hot in Herre,/wiki/Hot_in_Herre,Hot in Herre,/wiki/Nelly,2002,3
203,4,Nelly,Dilemma,/wiki/Dilemma_(song),Dilemma,/wiki/Nelly,2002,4
203,4,Kelly Rowland,Dilemma,/wiki/Dilemma_(song),Dilemma,/wiki/Kelly_Rowland,2002,4
204,5,The Calling,Wherever You Will Go,/wiki/Wherever_You_Will_Go,Wherever You Will Go,/wiki/The_Calling,2002,5
205,6,Vanessa Carlton,A Thousand Miles,/wiki/A_Thousand_Miles,A Thousand Miles,/wiki/Vanessa_Carlton,2002,6
206,7,Linkin Park,In the End,/wiki/In_the_End,In the End,/wiki/Linkin_Park,2002,7
207,8,Fat Joe,What's Luv?,/wiki/What%27s_Luv%3F,What's Luv?,/wiki/Fat_Joe,2002,8
207,8,Ashanti,What's Luv?,/wiki/What%27s_Luv%3F,What's Luv?,/wiki/Ashanti_(entertainer),2002,8
208,9,Usher,U Got It Bad,/wiki/U_Got_It_Bad,U Got It Bad,/wiki/Usher_(entertainer),2002,9
209,10,Puddle of Mudd,Blurry,/wiki/Blurry,Blurry,/wiki/Puddle_of_Mudd,2002,10
210,11,Avril Lavigne,Complicated,/wiki/Complicated_(Avril_Lavigne_song),Complicated,/wiki/Avril_Lavigne,2002,11
211,12,Ja Rule,Always on Time,/wiki/Always_on_Time,Always on Time,/wiki/Ja_Rule,2002,12
211,12,Ashanti,Always on Time,/wiki/Always_on_Time,Always on Time,/wiki/Ashanti_(entertainer),2002,12
212,13,Jennifer Lopez,Ain't It Funny,/wiki/Ain%27t_It_Funny_(Murder_Remix),Ain't It Funny,/wiki/Jennifer_Lopez,2002,13
212,13,Ja Rule,Ain't It Funny,/wiki/Ain%27t_It_Funny_(Murder_Remix),Ain't It Funny,/wiki/Ja_Rule,2002,13
213,14,Jimmy Eat World,The Middle,/wiki/The_Middle_(Jimmy_Eat_World_song),The Middle,/wiki/Jimmy_Eat_World,2002,14
214,15,P. Diddy,I Need a Girl (Part One),/wiki/I_Need_a_Girl_(Part_One),I Need a Girl (Part One),/wiki/Sean_Combs,2002,15
214,15,Usher,I Need a Girl (Part One),/wiki/I_Need_a_Girl_(Part_One),I Need a Girl (Part One),/wiki/Usher_(entertainer),2002,15
214,15,Loon,I Need a Girl (Part One),/wiki/I_Need_a_Girl_(Part_One),I Need a Girl (Part One),/wiki/Loon_(rapper),2002,15
215,16,Usher,U Don't Have to Call,/wiki/U_Don%27t_Have_to_Call,U Don't Have to Call,/wiki/Usher_(entertainer),2002,16
216,17,Mary J. Blige,Family Affair,/wiki/Family_Affair_(Mary_J._Blige_song),Family Affair,/wiki/Mary_J._Blige,2002,17
217,18,P. Diddy,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),I Need a Girl (Part Two),/wiki/Sean_Combs,2002,18
217,18,Ginuwine,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),I Need a Girl (Part Two),/wiki/Ginuwine,2002,18
217,18,Loon,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),I Need a Girl (Part Two),/wiki/Loon_(rapper),2002,18
217,18,Mario Winans,I Need a Girl (Part Two),/wiki/I_Need_a_Girl_(Part_Two),I Need a Girl (Part Two),/wiki/Mario_Winans,2002,18
218,19,Eve,Gangsta Lovin',/wiki/Gangsta_Lovin%27,Gangsta Lovin',/wiki/Eve_(entertainer),2002,19
218,19,Alicia Keys,Gangsta Lovin',/wiki/Gangsta_Lovin%27,Gangsta Lovin',/wiki/Alicia_Keys,2002,19
219,20,Creed,My Sacrifice,/wiki/My_Sacrifice,My Sacrifice,/wiki/Creed_(band),2002,20
220,21,Eminem,Without Me,/wiki/Without_Me_(Eminem_song),Without Me,/wiki/Eminem,2002,21
221,22,Enrique Iglesias,Hero,/wiki/Hero_(Enrique_Iglesias_song),Hero,/wiki/Enrique_Iglesias,2002,22
222,23,Michelle Branch,All You Wanted,/wiki/All_You_Wanted,All You Wanted,/wiki/Michelle_Branch,2002,23
223,24,Pink,Get the Party Started,/wiki/Get_the_Party_Started,Get the Party Started,/wiki/Pink_(singer),2002,24
224,25,Chad Kroeger,Hero,/wiki/Hero_(Chad_Kroeger_song),Hero,/wiki/Chad_Kroeger,2002,25
224,25,Josey Scott,Hero,/wiki/Hero_(Chad_Kroeger_song),Hero,/wiki/Josey_Scott,2002,25
225,26,Default,Wasting My Time,/wiki/Wasting_My_Time_(Default_song),Wasting My Time,/wiki/Default_(band),2002,26
226,27,Creed,One Last Breath,/wiki/One_Last_Breath,One Last Breath,/wiki/Creed_(band),2002,27
227,28,Shakira,"Whenever, Wherever","/wiki/Whenever,_Wherever","Whenever, Wherever",/wiki/Shakira,2002,28
228,29,Jennifer Lopez,I'm Gonna Be Alright,/wiki/I%27m_Gonna_Be_Alright,I'm Gonna Be Alright,/wiki/Jennifer_Lopez,2002,29
228,29,Nas,I'm Gonna Be Alright,/wiki/I%27m_Gonna_Be_Alright,I'm Gonna Be Alright,/wiki/Nas,2002,29
229,30,Cam'ron,Oh Boy,/wiki/Oh_Boy_(Cam%27ron_song),Oh Boy,/wiki/Cam%27ron,2002,30
229,30,Juelz Santana,Oh Boy,/wiki/Oh_Boy_(Cam%27ron_song),Oh Boy,/wiki/Juelz_Santana,2002,30
230,31,DJ Sammy,Heaven,/wiki/Heaven_(Bryan_Adams_song)#DJ_Sammy_version,Heaven,/wiki/DJ_Sammy,2002,31
230,31,Yanou,Heaven,/wiki/Heaven_(Bryan_Adams_song)#DJ_Sammy_version,Heaven,/wiki/Yanou,2002,31
230,31,Do,Heaven,/wiki/Heaven_(Bryan_Adams_song)#DJ_Sammy_version,Heaven,/wiki/Do_(singer),2002,31
231,32,No Doubt,Hey Baby,/wiki/Hey_Baby_(No_Doubt_song),Hey Baby,/wiki/No_Doubt,2002,32
231,32,Bounty Killer,Hey Baby,/wiki/Hey_Baby_(No_Doubt_song),Hey Baby,/wiki/Bounty_Killer,2002,32
232,33,'N Sync,Girlfriend,/wiki/Girlfriend_(%27N_Sync_song),Girlfriend,/wiki/%27N_Sync,2002,33
232,33,Nelly,Girlfriend,/wiki/Girlfriend_(%27N_Sync_song),Girlfriend,/wiki/Nelly,2002,33
233,34,Mario,Just a Friend 2002,/wiki/Just_a_Friend_2002,Just a Friend 2002,/wiki/Mario_(entertainer),2002,34
234,35,Sheryl Crow,Soak Up the Sun,/wiki/Soak_Up_the_Sun,Soak Up the Sun,/wiki/Sheryl_Crow,2002,35
235,36,Pink,Don't Let Me Get Me,/wiki/Don%27t_Let_Me_Get_Me,Don't Let Me Get Me,/wiki/Pink_(singer),2002,36
236,37,N.O.R.E.,Nothin',/wiki/Nothin%27_(song),Nothin',/wiki/N.O.R.E.,2002,37
237,38,Tweet,Oops (Oh My),/wiki/Oops_(Oh_My),Oops (Oh My),/wiki/Tweet_(singer),2002,38
237,38,Missy Elliott,Oops (Oh My),/wiki/Oops_(Oh_My),Oops (Oh My),/wiki/Missy_Elliott,2002,38
238,39,Kelly Clarkson,A Moment Like This,/wiki/A_Moment_Like_This,A Moment Like This,/wiki/Kelly_Clarkson,2002,39
239,40,Truth Hurts,Addictive,/wiki/Addictive_(song),Addictive,/wiki/Truth_Hurts_(singer),2002,40
239,40,Rakim,Addictive,/wiki/Addictive_(song),Addictive,/wiki/Rakim,2002,40
240,41,Ashanti,Happy,/wiki/Happy_(Ashanti_song),Happy,/wiki/Ashanti_(entertainer),2002,41
241,42,John Mayer,No Such Thing,/wiki/No_Such_Thing_(John_Mayer_song),No Such Thing,/wiki/John_Mayer,2002,42
242,43,Pink,Just Like a Pill,/wiki/Just_Like_a_Pill,Just Like a Pill,/wiki/Pink_(singer),2002,43
243,44,Ja Rule,Down 4 U,/wiki/Down_4_U,Down 4 U,/wiki/Ja_Rule,2002,44
243,44,Ashanti,Down 4 U,/wiki/Down_4_U,Down 4 U,/wiki/Ashanti_(entertainer),2002,44
243,44,Charli Baltimore,Down 4 U,/wiki/Down_4_U,Down 4 U,/wiki/Charli_Baltimore,2002,44
244,45,Kylie Minogue,Can't Get You Out of My Head,/wiki/Can%27t_Get_You_Out_of_My_Head,Can't Get You Out of My Head,/wiki/Kylie_Minogue,2002,45
245,46,Five for Fighting,Superman (It's Not Easy),/wiki/Superman_(It%27s_Not_Easy),Superman (It's Not Easy),/wiki/Five_for_Fighting,2002,46
246,47,Eminem,Cleanin' Out My Closet,/wiki/Cleanin%27_Out_My_Closet,Cleanin' Out My Closet,/wiki/Eminem,2002,47
247,48,Musiq Soulchild,Halfcrazy,/wiki/Halfcrazy,Halfcrazy,/wiki/Musiq_Soulchild,2002,48
248,49,Mr. Cheeks,"Lights, Camera, Action!","/wiki/Lights,_Camera,_Action!","Lights, Camera, Action!",/wiki/Mr._Cheeks,2002,49
249,50,Big Tymers,Still Fly,/wiki/Still_Fly,Still Fly,/wiki/Big_Tymers,2002,50
250,51,Alicia Keys,A Woman's Worth,/wiki/A_Woman%27s_Worth,A Woman's Worth,/wiki/Alicia_Keys,2002,51
251,52,Craig David,7 Days,/wiki/7_Days_(Craig_David_song),7 Days,/wiki/Craig_David,2002,52
252,53,Cam'ron,Hey Ma,/wiki/Hey_Ma_(song),Hey Ma,/wiki/Cam%27ron,2002,53
252,53,Juelz Santana,Hey Ma,/wiki/Hey_Ma_(song),Hey Ma,/wiki/Juelz_Santana,2002,53
252,53,Freekey Zekey,Hey Ma,/wiki/Hey_Ma_(song),Hey Ma,/wiki/Freekey_Zekey,2002,53
253,54,Missy Elliott,Work It,/wiki/Work_It_(Missy_Elliott_song),Work It,/wiki/Missy_Elliott,2002,54
254,55,Ludacris,Move Bitch,/wiki/Move_Bitch,Move Bitch,/wiki/Ludacris,2002,55
254,55,Mystikal,Move Bitch,/wiki/Move_Bitch,Move Bitch,/wiki/Mystikal,2002,55
254,55,I-20,Move Bitch,/wiki/Move_Bitch,Move Bitch,/wiki/I-20_(rapper),2002,55
255,56,LeAnn Rimes,Can't Fight the Moonlight,/wiki/Can%27t_Fight_the_Moonlight,Can't Fight the Moonlight,/wiki/LeAnn_Rimes,2002,56
256,57,Enrique Iglesias,Escape,/wiki/Escape_(Enrique_Iglesias_song),Escape,/wiki/Enrique_Iglesias,2002,57
257,58,Aaliyah,More than a Woman,/wiki/More_than_a_Woman_(Aaliyah_song),More than a Woman,/wiki/Aaliyah,2002,58
258,59,No Doubt,Hella Good,/wiki/Hella_Good,Hella Good,/wiki/No_Doubt,2002,59
259,60,Faith Evans,I Love You,/wiki/I_Love_You_(Faith_Evans_song),I Love You,/wiki/Faith_Evans,2002,60
260,61,Daniel Bedingfield,Gotta Get thru This,/wiki/Gotta_Get_thru_This_(song),Gotta Get thru This,/wiki/Daniel_Bedingfield,2002,61
261,62,Busta Rhymes,"Pass the Courvoisier, Part II","/wiki/Pass_the_Courvoisier,_Part_II","Pass the Courvoisier, Part II",/wiki/Busta_Rhymes,2002,62
261,62,P. Diddy,"Pass the Courvoisier, Part II","/wiki/Pass_the_Courvoisier,_Part_II","Pass the Courvoisier, Part II",/wiki/Sean_Combs,2002,62
261,62,Pharrell,"Pass the Courvoisier, Part II","/wiki/Pass_the_Courvoisier,_Part_II","Pass the Courvoisier, Part II",/wiki/Pharrell_Williams,2002,62
262,63,Eminem,Lose Yourself,/wiki/Lose_Yourself,Lose Yourself,/wiki/Eminem,2002,63
263,64,Michael Jackson,Butterflies,/wiki/Butterflies_(Michael_Jackson_song),Butterflies,/wiki/Michael_Jackson,2002,64
264,65,Brandy,What About Us?,/wiki/What_About_Us%3F_(Brandy_Norwood_song),What About Us?,/wiki/Brandy_Norwood,2002,65
265,66,Shakira,Underneath Your Clothes,/wiki/Underneath_Your_Clothes,Underneath Your Clothes,/wiki/Shakira,2002,66
266,67,Mary J. Blige,Rainy Dayz,/wiki/Rainy_Dayz,Rainy Dayz,/wiki/Mary_J._Blige,2002,67
266,67,Ja Rule,Rainy Dayz,/wiki/Rainy_Dayz,Rainy Dayz,/wiki/Ja_Rule,2002,67
267,68,Ginuwine,Differences,/wiki/Differences_(song),Differences,/wiki/Ginuwine,2002,68
268,69,Angie Martinez,If I Could Go!,/wiki/If_I_Could_Go!,If I Could Go!,/wiki/Angie_Martinez,2002,69
268,69,Lil' Mo,If I Could Go!,/wiki/If_I_Could_Go!,If I Could Go!,/wiki/Lil%27_Mo,2002,69
268,69,Sacario,If I Could Go!,/wiki/If_I_Could_Go!,If I Could Go!,/wiki/Sacario,2002,69
269,70,Outkast,The Whole World,/wiki/The_Whole_World,The Whole World,/wiki/Outkast,2002,70
269,70,Killer Mike,The Whole World,/wiki/The_Whole_World,The Whole World,/wiki/Killer_Mike,2002,70
270,71,No Doubt,Underneath It All,/wiki/Underneath_It_All,Underneath It All,/wiki/No_Doubt,2002,71
270,71,Lady Saw,Underneath It All,/wiki/Underneath_It_All,Underneath It All,/wiki/Lady_Saw,2002,71
271,72,City High,Caramel,/wiki/Caramel_(City_High_song),Caramel,/wiki/City_High,2002,72
271,72,Eve,Caramel,/wiki/Caramel_(City_High_song),Caramel,/wiki/Eve_(entertainer),2002,72
272,73,LL Cool J,Luv U Better,/wiki/Luv_U_Better,Luv U Better,/wiki/LL_Cool_J,2002,73
273,74,Sean Paul,Gimme the Light,/wiki/Gimme_the_Light,Gimme the Light,/wiki/Sean_Paul,2002,74
274,75,'N Sync,Gone,/wiki/Gone_(%27N_Sync_song),Gone,/wiki/%27N_Sync,2002,75
275,76,Ja Rule,Livin' It Up,/wiki/Livin%27_It_Up_(Ja_Rule_song),Livin' It Up,/wiki/Ja_Rule,2002,76
275,76,Case,Livin' It Up,/wiki/Livin%27_It_Up_(Ja_Rule_song),Livin' It Up,/wiki/Case_(singer),2002,76
276,77,Ludacris,Rollout (My Business),/wiki/Rollout_(My_Business),Rollout (My Business),/wiki/Ludacris,2002,77
277,78,Goo Goo Dolls,Here Is Gone,/wiki/Here_Is_Gone,Here Is Gone,/wiki/Goo_Goo_Dolls,2002,78
278,79,Mary J. Blige,No More Drama,/wiki/No_More_Drama_(song),No More Drama,/wiki/Mary_J._Blige,2002,79
279,80,Dirty Vegas,Days Go By,/wiki/Days_Go_By_(Dirty_Vegas_song),Days Go By,/wiki/Dirty_Vegas,2002,80
280,81,Ashanti,Baby,/wiki/Baby_(Ashanti_song),Baby,/wiki/Ashanti_(entertainer),2002,81
281,82,Kenny Chesney,The Good Stuff,/wiki/The_Good_Stuff,The Good Stuff,/wiki/Kenny_Chesney,2002,82
282,83,Fat Joe,We Thuggin',/wiki/We_Thuggin%27,We Thuggin',/wiki/Fat_Joe,2002,83
282,83,R. Kelly,We Thuggin',/wiki/We_Thuggin%27,We Thuggin',/wiki/R._Kelly,2002,83
283,84,Steve Holy,Good Morning Beautiful,/wiki/Good_Morning_Beautiful_(song),Good Morning Beautiful,/wiki/Steve_Holy,2002,84
284,85,Aaliyah,Rock the Boat,/wiki/Rock_the_Boat_(Aaliyah_song),Rock the Boat,/wiki/Aaliyah,2002,85
285,86,Alan Jackson,Drive (For Daddy Gene),/wiki/Drive_(For_Daddy_Gene),Drive (For Daddy Gene),/wiki/Alan_Jackson,2002,86
286,87,Jewel,Standing Still,/wiki/Standing_Still_(Jewel_song),Standing Still,/wiki/Jewel_(singer),2002,87
287,88,Jaheim,"""Anything""",,"""Anything""",/wiki/Jaheim,2002,88
287,88,Next,"""Anything""",,"""Anything""",/wiki/Next_(group),2002,88
288,89,Brandy,Full Moon,/wiki/Full_Moon_(Brandy_Norwood_song),Full Moon,/wiki/Brandy_Norwood,2002,89
289,90,B2K,Uh Huh,/wiki/Uh_Huh_(B2K_song),Uh Huh,/wiki/B2K,2002,90
290,91,Celine Dion,A New Day Has Come,/wiki/A_New_Day_Has_Come_(song),A New Day Has Come,/wiki/Celine_Dion,2002,91
291,92,Nelly Furtado,Turn Off the Light,/wiki/Turn_Off_the_Light,Turn Off the Light,/wiki/Nelly_Furtado,2002,92
292,93,George Strait,Living and Living Well,/wiki/Living_and_Living_Well,Living and Living Well,/wiki/George_Strait,2002,93
293,94,Toby Keith,My List,/wiki/My_List,My List,/wiki/Toby_Keith,2002,94
294,95,Alanis Morissette,Hands Clean,/wiki/Hands_Clean,Hands Clean,/wiki/Alanis_Morissette,2002,95
295,96,Avril Lavigne,Sk8er Boi,/wiki/Sk8er_Boi,Sk8er Boi,/wiki/Avril_Lavigne,2002,96
296,97,Dixie Chicks,Long Time Gone,/wiki/Long_Time_Gone,Long Time Gone,/wiki/Dixie_Chicks,2002,97
297,98,Alan Jackson,Where Were You (When the World Stopped Turning),/wiki/Where_Were_You_(When_the_World_Stopped_Turning),Where Were You (When the World Stopped Turning),/wiki/Alan_Jackson,2002,98
298,99,Justin Timberlake,Like I Love You,/wiki/Like_I_Love_You,Like I Love You,/wiki/Justin_Timberlake,2002,99
299,100,Toya,I Do!!,/wiki/I_Do!!,I Do!!,/wiki/Toya_(singer),2002,100
300,1,50 Cent,In Da Club,/wiki/In_Da_Club,In Da Club,/wiki/50_Cent,2003,1
301,2,R. Kelly,Ignition (Remix),/wiki/Ignition_(Remix),Ignition (Remix),/wiki/R._Kelly,2003,2
302,3,Sean Paul,Get Busy,/wiki/Get_Busy,Get Busy,/wiki/Sean_Paul,2003,3
303,4,Beyoncé,Crazy in Love,/wiki/Crazy_in_Love,Crazy in Love,/wiki/Beyonc%C3%A9,2003,4
303,4,Jay-Z,Crazy in Love,/wiki/Crazy_in_Love,Crazy in Love,/wiki/Jay-Z,2003,4
304,5,3 Doors Down,When I'm Gone,/wiki/When_I%27m_Gone_(3_Doors_Down_song),When I'm Gone,/wiki/3_Doors_Down,2003,5
305,6,Matchbox Twenty,Unwell,/wiki/Unwell,Unwell,/wiki/Matchbox_Twenty,2003,6
306,7,Chingy,Right Thurr,/wiki/Right_Thurr,Right Thurr,/wiki/Chingy,2003,7
307,8,Aaliyah,Miss You,/wiki/Miss_You_(Aaliyah_song),Miss You,/wiki/Aaliyah,2003,8
308,9,Kid Rock,Picture,/wiki/Picture_(song),Picture,/wiki/Kid_Rock,2003,9
308,9,Sheryl Crow,Picture,/wiki/Picture_(song),Picture,/wiki/Sheryl_Crow,2003,9
309,10,Evanescence,Bring Me to Life,/wiki/Bring_Me_to_Life,Bring Me to Life,/wiki/Evanescence,2003,10
309,10,Paul McCoy,Bring Me to Life,/wiki/Bring_Me_to_Life,Bring Me to Life,/wiki/Paul_McCoy,2003,10
310,11,Lil Jon & The East Side Boyz,Get Low,/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),Get Low,/wiki/Lil_Jon,2003,11
310,11,Ying Yang Twins,Get Low,/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),Get Low,/wiki/Ying_Yang_Twins,2003,11
311,12,Beyoncé,Baby Boy,/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song),Baby Boy,/wiki/Beyonc%C3%A9,2003,12
311,12,Sean Paul,Baby Boy,/wiki/Baby_Boy_(Beyonc%C3%A9_Knowles_song),Baby Boy,/wiki/Sean_Paul,2003,12
312,13,Nelly,Shake Ya Tailfeather,/wiki/Shake_Ya_Tailfeather,Shake Ya Tailfeather,/wiki/Nelly,2003,13
312,13,P. Diddy,Shake Ya Tailfeather,/wiki/Shake_Ya_Tailfeather,Shake Ya Tailfeather,/wiki/Sean_Combs,2003,13
312,13,Murphy Lee,Shake Ya Tailfeather,/wiki/Shake_Ya_Tailfeather,Shake Ya Tailfeather,/wiki/Murphy_Lee,2003,13
313,14,50 Cent,21 Questions,/wiki/21_Questions,21 Questions,/wiki/50_Cent,2003,14
313,14,Nate Dogg,21 Questions,/wiki/21_Questions,21 Questions,/wiki/Nate_Dogg,2003,14
314,15,Jennifer Lopez,All I Have,/wiki/All_I_Have_(song),All I Have,/wiki/Jennifer_Lopez,2003,15
314,15,LL Cool J,All I Have,/wiki/All_I_Have_(song),All I Have,/wiki/LL_Cool_J,2003,15
315,16,Christina Aguilera,Beautiful,/wiki/Beautiful_(Christina_Aguilera_song),Beautiful,/wiki/Christina_Aguilera,2003,16
316,17,Busta Rhymes,I Know What You Want,/wiki/I_Know_What_You_Want,I Know What You Want,/wiki/Busta_Rhymes,2003,17
316,17,Mariah Carey,I Know What You Want,/wiki/I_Know_What_You_Want,I Know What You Want,/wiki/Mariah_Carey,2003,17
317,18,Avril Lavigne,I'm with You,/wiki/I%27m_with_You_(song),I'm with You,/wiki/Avril_Lavigne,2003,18
318,19,Uncle Kracker,Drift Away,/wiki/Drift_Away,Drift Away,/wiki/Uncle_Kracker,2003,19
318,19,Dobie Gray,Drift Away,/wiki/Drift_Away,Drift Away,/wiki/Dobie_Gray,2003,19
319,20,Lil' Kim,Magic Stick,/wiki/Magic_Stick,Magic Stick,/wiki/Lil%27_Kim,2003,20
319,20,50 Cent,Magic Stick,/wiki/Magic_Stick,Magic Stick,/wiki/50_Cent,2003,20
320,21,50 Cent,P.I.M.P.,/wiki/P.I.M.P.,P.I.M.P.,/wiki/50_Cent,2003,21
321,22,B2K,"Bump, Bump, Bump","/wiki/Bump,_Bump,_Bump","Bump, Bump, Bump",/wiki/B2K,2003,22
321,22,P. Diddy,"Bump, Bump, Bump","/wiki/Bump,_Bump,_Bump","Bump, Bump, Bump",/wiki/Sean_Combs,2003,22
322,23,Fabolous,Into You,/wiki/Into_You_(Fabolous_song),Into You,/wiki/Fabolous,2003,23
322,23,Tamia,Into You,/wiki/Into_You_(Fabolous_song),Into You,/wiki/Tamia,2003,23
323,24,Fabolous,Can't Let You Go,/wiki/Can%27t_Let_You_Go,Can't Let You Go,/wiki/Fabolous,2003,24
323,24,Lil' Mo,Can't Let You Go,/wiki/Can%27t_Let_You_Go,Can't Let You Go,/wiki/Lil%27_Mo,2003,24
324,25,Ja Rule,Mesmerize,/wiki/Mesmerize_(Ja_Rule_song),Mesmerize,/wiki/Ja_Rule,2003,25
324,25,Ashanti,Mesmerize,/wiki/Mesmerize_(Ja_Rule_song),Mesmerize,/wiki/Ashanti_(entertainer),2003,25
325,26,The Black Eyed Peas,Where Is the Love?,/wiki/Where_Is_the_Love%3F,Where Is the Love?,/wiki/The_Black_Eyed_Peas,2003,26
326,27,Santana,The Game of Love,/wiki/The_Game_of_Love_(Santana_song),The Game of Love,/wiki/Santana_(band),2003,27
326,27,Michelle Branch,The Game of Love,/wiki/The_Game_of_Love_(Santana_song),The Game of Love,/wiki/Michelle_Branch,2003,27
327,28,Eminem,Lose Yourself,/wiki/Lose_Yourself,Lose Yourself,/wiki/Eminem,2003,28
328,29,Ashanti,Rock wit U (Awww Baby),/wiki/Rock_wit_U_(Awww_Baby),Rock wit U (Awww Baby),/wiki/Ashanti_(entertainer),2003,29
329,30,Justin Timberlake,Cry Me a River,/wiki/Cry_Me_a_River_(Justin_Timberlake_song),Cry Me a River,/wiki/Justin_Timberlake,2003,30
330,31,Tyrese,How You Gonna Act Like That,/wiki/How_You_Gonna_Act_Like_That,How You Gonna Act Like That,/wiki/Tyrese_Gibson,2003,31
331,32,Justin Timberlake,Rock Your Body,/wiki/Rock_Your_Body,Rock Your Body,/wiki/Justin_Timberlake,2003,32
332,33,Wayne Wonder,No Letting Go,/wiki/No_Letting_Go_(song),No Letting Go,/wiki/Wayne_Wonder,2003,33
333,34,Pharrell,Frontin',/wiki/Frontin%27,Frontin',/wiki/Pharrell_Williams,2003,34
333,34,Jay-Z,Frontin',/wiki/Frontin%27,Frontin',/wiki/Jay-Z,2003,34
334,35,Dixie Chicks,Landslide,/wiki/Landslide_(Fleetwood_Mac_song),Landslide,/wiki/Dixie_Chicks,2003,35
335,36,Missy Elliott,Work It,/wiki/Work_It_(Missy_Elliott_song),Work It,/wiki/Missy_Elliott,2003,36
336,37,Jay-Z,'03 Bonnie & Clyde,/wiki/%2703_Bonnie_%26_Clyde,'03 Bonnie & Clyde,/wiki/Jay-Z,2003,37
336,37,Beyoncé,'03 Bonnie & Clyde,/wiki/%2703_Bonnie_%26_Clyde,'03 Bonnie & Clyde,/wiki/Beyonc%C3%A9,2003,37
337,38,Nivea,Don't Mess with My Man,/wiki/Don%27t_Mess_with_My_Man_(Nivea_song),Don't Mess with My Man,/wiki/Nivea_(singer),2003,38
337,38,Jagged Edge,Don't Mess with My Man,/wiki/Don%27t_Mess_with_My_Man_(Nivea_song),Don't Mess with My Man,/wiki/Jagged_Edge_(American_group),2003,38
338,39,Monica,So Gone,/wiki/So_Gone,So Gone,/wiki/Monica_(entertainer),2003,39
