,index,artist,ranking,song,songurl,titletext,url,year
794,94,Crime Mob,"95
",Rock Yo Hips,/wiki/Rock_Yo_Hips,Rock Yo Hips,/wiki/Crime_Mob,2007
795,95,Justin Timberlake,"96
",LoveStoned,/wiki/LoveStoned,LoveStoned,/wiki/Justin_Timberlake,2007
796,96,Hinder,"97
",Better than Me,/wiki/Better_Than_Me_(Hinder_song),Better than Me,/wiki/Hinder,2007
797,97,Finger Eleven,"98
",Paralyzer,/wiki/Paralyzer,Paralyzer,/wiki/Finger_Eleven,2007
798,98,Snoop Dogg,"99
",That's That,/wiki/That%27s_That,That's That,/wiki/Snoop_Dogg,2007
799,99,R. Kelly,"100
",Same Girl,/wiki/Same_Girl_(R._Kelly_and_Usher_song),Same Girl,/wiki/R._Kelly,2007
800,0,Flo Rida,"1
",Low,/wiki/Low_(Flo_Rida_song),Low,/wiki/Flo_Rida,2008
801,1,Leona Lewis,"2
",Bleeding Love,/wiki/Bleeding_Love,Bleeding Love,/wiki/Leona_Lewis,2008
802,2,Alicia Keys,"3
",No One,/wiki/No_One_(Alicia_Keys_song),No One,/wiki/Alicia_Keys,2008
803,3,Lil Wayne,"4
",Lollipop,/wiki/Lollipop_(Lil_Wayne_song),Lollipop,/wiki/Lil_Wayne,2008
804,4,Timbaland,"5
",Apologize,/wiki/Apologize_(OneRepublic_song),Apologize,/wiki/Timbaland,2008
805,5,Jordin Sparks,"6
",No Air,/wiki/No_Air,No Air,/wiki/Jordin_Sparks,2008
806,6,Sara Bareilles,"7
",Love Song,/wiki/Love_Song_(Sara_Bareilles_song),Love Song,/wiki/Sara_Bareilles,2008
807,7,Usher,"8
",Love in This Club,/wiki/Love_in_This_Club,Love in This Club,/wiki/Usher_(entertainer),2008
808,8,Chris Brown,"9
",With You,/wiki/With_You_(Chris_Brown_song),With You,/wiki/Chris_Brown,2008
809,9,Chris Brown,"10
",Forever,/wiki/Forever_(Chris_Brown_song),Forever,/wiki/Chris_Brown,2008
810,10,Ray J,"11
",Sexy Can I,/wiki/Sexy_Can_I,Sexy Can I,/wiki/Ray_J,2008
811,11,Rihanna,"12
",Take a Bow,/wiki/Take_a_Bow_(Rihanna_song),Take a Bow,/wiki/Rihanna,2008
812,12,Coldplay,"13
",Viva la Vida,/wiki/Viva_la_Vida_(song),Viva la Vida,/wiki/Coldplay,2008
813,13,Katy Perry,"14
",I Kissed a Girl,/wiki/I_Kissed_a_Girl,I Kissed a Girl,/wiki/Katy_Perry,2008
814,14,T.I.,"15
",Whatever You Like,/wiki/Whatever_You_Like_(T.I._song),Whatever You Like,/wiki/T.I.,2008
815,15,Rihanna,"16
",Disturbia,/wiki/Disturbia_(song),Disturbia,/wiki/Rihanna,2008
816,16,Rihanna,"17
",Don't Stop the Music,/wiki/Don%27t_Stop_the_Music_(Rihanna_song),Don't Stop the Music,/wiki/Rihanna,2008
817,17,Natasha Bedingfield,"18
",Pocketful of Sunshine,/wiki/Pocketful_of_Sunshine_(song),Pocketful of Sunshine,/wiki/Natasha_Bedingfield,2008
818,18,Chris Brown,"19
",Kiss Kiss,/wiki/Kiss_Kiss_(Chris_Brown_song),Kiss Kiss,/wiki/Chris_Brown,2008
819,19,Ne-Yo,"20
",Closer,/wiki/Closer_(Ne-Yo_song),Closer,/wiki/Ne-Yo,2008
820,20,Colbie Caillat,"21
",Bubbly,/wiki/Bubbly,Bubbly,/wiki/Colbie_Caillat,2008
821,21,Mariah Carey,"22
",Touch My Body,/wiki/Touch_My_Body_(Mariah_Carey_song),Touch My Body,/wiki/Mariah_Carey,2008
822,22,Madonna,"23
",4 Minutes,/wiki/4_Minutes,4 Minutes,/wiki/Madonna_(entertainer),2008
823,23,Pink,"24
",So What,/wiki/So_What_(Pink_song),So What,/wiki/Pink_(singer),2008
824,24,Finger Eleven,"25
",Paralyzer,/wiki/Paralyzer,Paralyzer,/wiki/Finger_Eleven,2008
825,25,Fergie,"26
",Clumsy,/wiki/Clumsy_(Fergie_song),Clumsy,/wiki/Fergie_(singer),2008
826,26,Jason Mraz,"27
",I'm Yours,/wiki/I%27m_Yours_(Jason_Mraz_song),I'm Yours,/wiki/Jason_Mraz,2008
827,27,Jesse McCartney,"28
",Leavin',/wiki/Leavin%27_(Jesse_McCartney_song),Leavin',/wiki/Jesse_McCartney,2008
828,28,Kardinal Offishall,"29
",Dangerous,/wiki/Dangerous_(Kardinal_Offishall_song),Dangerous,/wiki/Kardinal_Offishall,2008
829,29,Jordin Sparks,"30
",Tattoo,/wiki/Tattoo_(Jordin_Sparks_song),Tattoo,/wiki/Jordin_Sparks,2008
830,30,Miley Cyrus,"31
",See You Again,/wiki/See_You_Again_(Miley_Cyrus_song),See You Again,/wiki/Miley_Cyrus,2008
831,31,Metro Station,"32
",Shake It,/wiki/Shake_It_(Metro_Station_song),Shake It,/wiki/Metro_Station_(band),2008
832,32,OneRepublic,"33
",Stop and Stare,/wiki/Stop_and_Stare,Stop and Stare,/wiki/OneRepublic,2008
833,33,Sean Kingston,"34
",Take You There,/wiki/Take_You_There_(Sean_Kingston_song),Take You There,/wiki/Sean_Kingston,2008
834,34,M.I.A.,"35
",Paper Planes,/wiki/Paper_Planes_(M.I.A._song),Paper Planes,/wiki/M.I.A._(rapper),2008
835,35,Katy Perry,"36
",Hot n Cold,/wiki/Hot_n_Cold,Hot n Cold,/wiki/Katy_Perry,2008
836,36,T.I.,"37
",Live Your Life,/wiki/Live_Your_Life_(T.I._song),Live Your Life,/wiki/T.I.,2008
837,37,Plies,"38
",Bust It Baby (Part 2),/wiki/Bust_It_Baby,Bust It Baby (Part 2),/wiki/Plies_(rapper),2008
838,38,Estelle,"39
",American Boy,/wiki/American_Boy,American Boy,/wiki/Estelle_(musician),2008
839,39,Lil Wayne,"40
",Got Money,/wiki/Got_Money,Got Money,/wiki/Lil_Wayne,2008
840,40,Taylor Swift,"41
",Our Song,/wiki/Our_Song_(Taylor_Swift_song),Our Song,/wiki/Taylor_Swift,2008
841,41,Danity Kane,"42
",Damaged,/wiki/Damaged_(Danity_Kane_song),Damaged,/wiki/Danity_Kane,2008
842,42,Lil Wayne,"43
",A Milli,/wiki/A_Milli,A Milli,/wiki/Lil_Wayne,2008
843,43,Buckcherry,"44
",Sorry,/wiki/Sorry_(Buckcherry_song),Sorry,/wiki/Buckcherry,2008
844,44,Webbie,"45
",Independent,/wiki/Independent_(song),Independent,/wiki/Webbie,2008
845,45,T-Pain,"46
",Can't Believe It,/wiki/Can%27t_Believe_It_(T-Pain_song),Can't Believe It,/wiki/T-Pain,2008
846,46,Alicia Keys,"47
",Like You'll Never See Me Again,/wiki/Like_You%27ll_Never_See_Me_Again,Like You'll Never See Me Again,/wiki/Alicia_Keys,2008
847,47,Taylor Swift,"48
",Teardrops on My Guitar,/wiki/Teardrops_on_My_Guitar,Teardrops on My Guitar,/wiki/Taylor_Swift,2008
848,48,Pussycat Dolls,"49
",When I Grow Up,/wiki/When_I_Grow_Up_(Pussycat_Dolls_song),When I Grow Up,/wiki/Pussycat_Dolls,2008
849,49,Snoop Dogg,"50
",Sexual Eruption,/wiki/Sexual_Eruption,Sexual Eruption,/wiki/Snoop_Dogg,2008
850,50,Colby O'Donis,"51
",What You Got,/wiki/What_You_Got_(Colby_O%27Donis_song),What You Got,/wiki/Colby_O%27Donis,2008
851,51,3 Doors Down,"52
",It's Not My Time,/wiki/It%27s_Not_My_Time,It's Not My Time,/wiki/3_Doors_Down,2008
852,52,Leona Lewis,"53
",Better in Time,/wiki/Better_in_Time,Better in Time,/wiki/Leona_Lewis,2008
853,53,Soulja Boy Tell 'Em,"54
",Crank That (Soulja Boy),/wiki/Crank_That_(Soulja_Boy),Crank That (Soulja Boy),/wiki/Soulja_Boy,2008
854,54,Linkin Park,"55
",Shadow of the Day,/wiki/Shadow_of_the_Day,Shadow of the Day,/wiki/Linkin_Park,2008
855,55,Wyclef Jean,"56
",Sweetest Girl (Dollar Bill),/wiki/Sweetest_Girl_(Dollar_Bill),Sweetest Girl (Dollar Bill),/wiki/Wyclef_Jean,2008
856,56,Ne-Yo,"57
",Miss Independent,/wiki/Miss_Independent_(Ne-Yo_song),Miss Independent,/wiki/Ne-Yo,2008
857,57,Secondhand Serenade,"58
",Fall for You,/wiki/Fall_for_You_(Secondhand_Serenade_song),Fall for You,/wiki/Secondhand_Serenade,2008
858,58,Flo Rida,"59
",In the Ayer,/wiki/In_the_Ayer,In the Ayer,/wiki/Flo_Rida,2008
859,59,John Mayer,"60
",Say,/wiki/Say_(song),Say,/wiki/John_Mayer,2008
860,60,Jordin Sparks,"61
",One Step at a Time,/wiki/One_Step_at_a_Time_(Jordin_Sparks_song),One Step at a Time,/wiki/Jordin_Sparks,2008
861,61,Rihanna,"62
",Hate That I Love You,/wiki/Hate_That_I_Love_You,Hate That I Love You,/wiki/Rihanna,2008
862,62,Lupe Fiasco,"63
",Superstar,/wiki/Superstar_(Lupe_Fiasco_song),Superstar,/wiki/Lupe_Fiasco,2008
863,63,J. Holiday,"64
",Suffocate,/wiki/Suffocate_(J._Holiday_song),Suffocate,/wiki/J._Holiday,2008
864,64,Kevin Rudolf,"65
",Let It Rock,/wiki/Let_It_Rock_(Kevin_Rudolf_song),Let It Rock,/wiki/Kevin_Rudolf,2008
865,65,David Banner,"66
",Get Like Me,/wiki/Get_Like_Me_(David_Banner_song),Get Like Me,/wiki/David_Banner,2008
866,66,Colbie Caillat,"67
",Realize,/wiki/Realize_(song),Realize,/wiki/Colbie_Caillat,2008
867,67,Young Jeezy,"68
",Put On,/wiki/Put_On,Put On,/wiki/Young_Jeezy,2008
868,68,David Cook,"69
",The Time of My Life,/wiki/The_Time_of_My_Life_(David_Cook_song),The Time of My Life,/wiki/David_Cook_(singer),2008
869,69,Three 6 Mafia,"70
",Lolli Lolli (Pop That Body),/wiki/Lolli_Lolli_(Pop_That_Body),Lolli Lolli (Pop That Body),/wiki/Three_6_Mafia,2008
870,70,Baby Bash,"71
",Cyclone,/wiki/Cyclone_(song),Cyclone,/wiki/Baby_Bash,2008
871,71,Natasha Bedingfield,"72
",Love Like This,/wiki/Love_Like_This_(Natasha_Bedingfield_song),Love Like This,/wiki/Natasha_Bedingfield,2008
872,72,Jonas Brothers,"73
",Burnin' Up,/wiki/Burnin%27_Up_(Jonas_Brothers_song),Burnin' Up,/wiki/Jonas_Brothers,2008
873,73,Kanye West,"74
",Love Lockdown,/wiki/Love_Lockdown,Love Lockdown,/wiki/Kanye_West,2008
874,74,The-Dream,"75
",I Luv Your Girl,/wiki/I_Luv_Your_Girl,I Luv Your Girl,/wiki/The-Dream,2008
875,75,David Archuleta,"76
",Crush,/wiki/Crush_(David_Archuleta_song),Crush,/wiki/David_Archuleta,2008
876,76,Plies,"77
",Hypnotized,/wiki/Hypnotized_(Plies_song),Hypnotized,/wiki/Plies_(rapper),2008
877,77,Fergie,"78
",Big Girls Don't Cry,/wiki/Big_Girls_Don%27t_Cry_(Fergie_song),Big Girls Don't Cry,/wiki/Fergie_(singer),2008
878,78,Kanye West,"79
",Good Life,/wiki/Good_Life_(Kanye_West_song),Good Life,/wiki/Kanye_West,2008
879,79,Britney Spears,"80
",Womanizer,/wiki/Womanizer_(song),Womanizer,/wiki/Britney_Spears,2008
880,80,Taylor Swift,"81
",Love Story,/wiki/Love_Story_(Taylor_Swift_song),Love Story,/wiki/Taylor_Swift,2008
881,81,Mary J. Blige,"82
",Just Fine,/wiki/Just_Fine,Just Fine,/wiki/Mary_J._Blige,2008
882,82,Britney Spears,"83
",Piece of Me,/wiki/Piece_of_Me_(Britney_Spears_song),Piece of Me,/wiki/Britney_Spears,2008
883,83,Rick Ross,"84
",The Boss,/wiki/The_Boss_(Rick_Ross_song),The Boss,/wiki/Rick_Ross,2008
884,84,Kid Rock,"85
",All Summer Long,/wiki/All_Summer_Long_(Kid_Rock_song),All Summer Long,/wiki/Kid_Rock,2008
885,85,Trey Songz,"86
",Can't Help but Wait,/wiki/Can%27t_Help_but_Wait,Can't Help but Wait,/wiki/Trey_Songz,2008
886,86,Gavin DeGraw,"87
",In Love with a Girl,/wiki/In_Love_with_a_Girl,In Love with a Girl,/wiki/Gavin_DeGraw,2008
887,87,The Game,"88
",My Life,/wiki/My_Life_(Game_song),My Life,/wiki/Game_(rapper),2008
888,88,Keyshia Cole,"89
",I Remember,/wiki/I_Remember_(Keyshia_Cole_song),I Remember,/wiki/Keyshia_Cole,2008
889,89,Kanye West,"90
",Flashing Lights,/wiki/Flashing_Lights_(Kayne_West_song),Flashing Lights,/wiki/Kanye_West,2008
890,90,Lil Wayne,"91
",Mrs. Officer,/wiki/Mrs._Officer,Mrs. Officer,/wiki/Lil_Wayne,2008
891,91,Miley Cyrus,"92
",7 Things,/wiki/7_Things,7 Things,/wiki/Miley_Cyrus,2008
892,92,Trace Adkins,"93
",You're Gonna Miss This,/wiki/You%27re_Gonna_Miss_This,You're Gonna Miss This,/wiki/Trace_Adkins,2008
893,93,Gavin Rossdale,"94
",Love Remains the Same,/wiki/Love_Remains_the_Same_(song),Love Remains the Same,/wiki/Gavin_Rossdale,2008
